data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8914581,804,UKR53765,53765,"12 March 2022",2022,1,Battles,"Armed clash","Police Forces of Ukraine (2019-) State Border Guard Service",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Novoye Vremya Ukraine; Suspilne Media; 24 Channel",National,"On 12 March 2022, there was an armed clash between Ukrainian Border Guard and Russian forces near Mariupol, Donetsk. As a result, 15 Russian soldiers were killed.",15,1647984300,UKR
8914581,804,UKR53765,53765,"12 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Novoye Vremya Ukraine; Suspilne Media; 24 Channel",National,"On 12 March 2022, there was an armed clash between Ukrainian Border Guard and Russian forces near Mariupol, Donetsk. As a result, 15 Russian soldiers were killed.",15,1647984300,UKR
8907646,804,UKR53244,53244,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Suspilne Media",National,"On 11 March 2022, Russian forces shelled Mariupol, Donetsk throughout the whole night. Casualties unknown.",0,1647376820,UKR
9058828,804,UKR53172,53172,"10 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Segodnya; 24 Channel; Suspilne Media",National,"On 10 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Mariupol with heavy weapons as well as fired on the green corridor through which humanitarian aid was supposed to be transported to the city. One civilian died from an airstrike. Further casualties unknown.",1,1649784778,UKR
9058828,804,UKR53172,53172,"10 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Segodnya; 24 Channel; Suspilne Media",National,"On 10 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Mariupol with heavy weapons as well as fired on the green corridor through which humanitarian aid was supposed to be transported to the city. One civilian died from an airstrike. Further casualties unknown.",1,1649784778,UKR
8914446,804,UKR53103,53103,"09 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel; Unian; Segodnya",National,"On 9 March 2022, Russian air force conducted air strikes at the 2nd maternity hospital and at the children's hospital in Mariupol. Three people, including a child, were killed, 17 wounded. Another pregnant woman and her child died later in a hospital.",5,1647984300,UKR
8914446,804,UKR53103,53103,"09 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel; Unian; Segodnya",National,"On 9 March 2022, Russian air force conducted air strikes at the 2nd maternity hospital and at the children's hospital in Mariupol. Three people, including a child, were killed, 17 wounded. Another pregnant woman and her child died later in a hospital.",5,1647984300,UKR
8907573,804,UKR53001,53001,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-) National Guard","Azov Battalion",1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"National Corps; 24 Channel",Other-National,"On 8 March 2022, Azov Battalion clashed with Russian forces near Mariupol. Two tanks, 2 BMP vehicles, and armoured vehicles were destroyed. Casualties unknown.",0,1647376820,UKR
8907573,804,UKR53001,53001,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"National Corps; 24 Channel",Other-National,"On 8 March 2022, Azov Battalion clashed with Russian forces near Mariupol. Two tanks, 2 BMP vehicles, and armoured vehicles were destroyed. Casualties unknown.",0,1647376820,UKR
8908325,804,UKR53000,53000,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Segodnya,National,"On 8 March 2022, Russian air force dropped bombs on Mir boulevard and Torgovaya street in Mariupol, Donetsk. Casualties unknown.",0,1647376821,UKR
8908145,804,UKR52915,52915,"07 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Ministry of Defence of Ukraine",Other,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces near Mariupol, Donetsk.",0,1647376821,UKR
8908145,804,UKR52915,52915,"07 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Ministry of Defence of Ukraine",Other,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces near Mariupol, Donetsk.",0,1647376821,UKR
8907508,804,UKR52840,52840,"06 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Ministry of Defence of Ukraine; Unian",Other-National,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces near Mariupol, Donetsk. Ukrainian forces carried out a counterattack in Mariupol direction, destroyed 3 tanks, 4 infantry fighting vehicles, 2 armoured vehicles 'Tiger' and killed about 30 Russian soldiers. Two Russian soldiers were taken as war prisoners.",30,1647376819,UKR
8907508,804,UKR52840,52840,"06 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Ministry of Defence of Ukraine; Unian",Other-National,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces near Mariupol, Donetsk. Ukrainian forces carried out a counterattack in Mariupol direction, destroyed 3 tanks, 4 infantry fighting vehicles, 2 armoured vehicles 'Tiger' and killed about 30 Russian soldiers. Two Russian soldiers were taken as war prisoners.",30,1647376819,UKR
8907509,804,UKR52841,52841,"06 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; 24 Channel; 061.ua; Unian",National,"On 6 March 2022, the Russian military forces shelled the city of Mariupol, Donetsk. The evacuation of civilians from the city was cancelled. The entire areas of the city were destroyed and burned by the Russian occupants. Thousands of civilians were reported wounded. At least one child was killed.",1,1647376819,UKR
8907509,804,UKR52841,52841,"06 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; 24 Channel; 061.ua; Unian",National,"On 6 March 2022, the Russian military forces shelled the city of Mariupol, Donetsk. The evacuation of civilians from the city was cancelled. The entire areas of the city were destroyed and burned by the Russian occupants. Thousands of civilians were reported wounded. At least one child was killed.",1,1647376819,UKR
8907476,804,UKR52767,52767,"05 March 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; DPA; Focus; Ukrinform",National-Regional,"On 5 March 2022, Russian military opened fire on evacualting civilians when they started to come out of the buses in Mariupol, Donetsk. Previously, Russia confirmed the ceasefire regime and the opening of humanitarian corridors in the area. When people started to come out to the buses, Russian military forces opened fire on civilians. Casualties unknown.",0,1647376819,UKR
8907476,804,UKR52767,52767,"05 March 2022",2022,1,"Violence against civilians",Attack,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; DPA; Focus; Ukrinform",National-Regional,"On 5 March 2022, Russian military opened fire on evacualting civilians when they started to come out of the buses in Mariupol, Donetsk. Previously, Russia confirmed the ceasefire regime and the opening of humanitarian corridors in the area. When people started to come out to the buses, Russian military forces opened fire on civilians. Casualties unknown.",0,1647376819,UKR
8907477,804,UKR52768,52768,"05 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"061.ua; Ministry of Defence of Ukraine; 24 Channel",Other-National,"On 5 March 2022, the Russian military forces shelled the city of Mariupol, Donetsk. Casualties unknown.",0,1647376819,UKR
8982942,804,UKR52670,52670,"04 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)","NAF: United Armed Forces of Novorossiya; Luhansk People's Militia; Donbass People's Militia",8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Institute for the Study of War",Other-National,"On 4 March 2022, the Russian military forces, supported by LPR and DPR proxy forces, fired with unspecified weapons at Mariupol, Donetsk. The Russian forces surrounded the city while having significant advantages in technology. Casualties unknown.",0,1649184809,UKR
8982942,804,UKR52670,52670,"04 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Institute for the Study of War",Other-National,"On 4 March 2022, the Russian military forces, supported by LPR and DPR proxy forces, fired with unspecified weapons at Mariupol, Donetsk. The Russian forces surrounded the city while having significant advantages in technology. Casualties unknown.",0,1649184809,UKR
8982939,804,UKR52598,52598,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)","NAF: United Armed Forces of Novorossiya; Luhansk People's Militia",8,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Twitter; Centre for Information Resilience; Segodnya; Institute for the Study of War","Other-New media","On 3 March 2022, Russian forces and LPR militia continued shelling Mariupol, Donetsk. Infrastructure damage including a large fire at a shopping centre and warehouse were reported. Casualties unknown.",0,1649184809,UKR
8898008,804,UKR52531,52531,"02 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Suspilne Media; 24 Channel; Novoye Vremya Ukraine; Liveuamap","Local partner-New media","On 2 March 2022, Russian forces fired artillery at maternity hospital, several houses in Levoberezhny neighborhood, and a missile at 42th school in Kalmiusk district in Mariupol, Donetsk. Three civilians died.",3,1646783636,UKR
8898008,804,UKR52531,52531,"02 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Suspilne Media; 24 Channel; Novoye Vremya Ukraine; Liveuamap","Local partner-New media","On 2 March 2022, Russian forces fired artillery at maternity hospital, several houses in Levoberezhny neighborhood, and a missile at 42th school in Kalmiusk district in Mariupol, Donetsk. Three civilians died.",3,1646783636,UKR
8897981,804,UKR52464,52464,"01 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Liveuamap; Novoye Vremya Ukraine; Unian; Segodnya; 24 Channel","Local partner-New media","On 1 March 2022, Russian Military fired Tochka-U missiles and artillery in the Kirov and Levoberezhny neighborhoods of Mariupol, damaging several apartment blocs and 16th school, and a municipal company. Ukrainian forces fought back. One person was killed, around 128 people were hospitalized. Electrical and thermal power infrastructure was damaged.",1,1646783636,UKR
8897981,804,UKR52464,52464,"01 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Liveuamap; Novoye Vremya Ukraine; Unian; Segodnya; 24 Channel","Local partner-New media","On 1 March 2022, Russian Military fired Tochka-U missiles and artillery in the Kirov and Levoberezhny neighborhoods of Mariupol, damaging several apartment blocs and 16th school, and a municipal company. Ukrainian forces fought back. One person was killed, around 128 people were hospitalized. Electrical and thermal power infrastructure was damaged.",1,1646783636,UKR
8897958,804,UKR52400,52400,"28 February 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; 24 Channel",National,"On 28 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Mariupol, Donetsk. One child was killed.",1,1646783636,UKR
8897958,804,UKR52400,52400,"28 February 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; 24 Channel",National,"On 28 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Mariupol, Donetsk. One child was killed.",1,1646783636,UKR
8898069,804,UKR52350,52350,"27 February 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel",National,"On 27 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Mariupol, Donetsk. Russian military forces also launched a missile into the residential complex in the city. Casualties unknown.",0,1646783636,UKR
8898069,804,UKR52350,52350,"27 February 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel",National,"On 27 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Mariupol, Donetsk. Russian military forces also launched a missile into the residential complex in the city. Casualties unknown.",0,1646783636,UKR
8897897,804,UKR52291,52291,"26 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; Novoye Vremya Ukraine",National,"On 26 February 2022, the Russian military forces shelled with artillery the city of Mariupol, Donetsk. As a result of the shelling, 58 people were wounded.",0,1646783636,UKR
8897897,804,UKR52291,52291,"26 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; Novoye Vremya Ukraine",National,"On 26 February 2022, the Russian military forces shelled with artillery the city of Mariupol, Donetsk. As a result of the shelling, 58 people were wounded.",0,1646783636,UKR
8982928,804,UKR52216,52216,"25 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Ukrinform; DPA; Institute for the Study of War",Other-National,"On 25 February 2022, Russian forces shelled with heavy weapons, including multiple rocket launcher systems, the city of Mariupol, Donetsk. One of the shells hit a school building, wounding three civilians. DPA report 35 civilians injured.",0,1649184809,UKR
8982928,804,UKR52216,52216,"25 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Ukrinform; DPA; Institute for the Study of War",Other-National,"On 25 February 2022, Russian forces shelled with heavy weapons, including multiple rocket launcher systems, the city of Mariupol, Donetsk. One of the shells hit a school building, wounding three civilians. DPA report 35 civilians injured.",0,1649184809,UKR
8897877,804,UKR52159,52159,"24 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Twitter; 24 Channel; Centre for Information Resilience; Novoye Vremya Ukraine; Segodnya; Liveuamap; Telegram","Local partner-New media","On 24 February 2022, the military forces of Russia fired anti-tank rocket-propelled grenade launchers (RPG) at the positions of the military forces of Ukraine in Mariupol, Donetsk. As a result of the shelling, four civilians were wounded and a residential building was damaged. A civilian was killed by an explosion in Vostochny microdistrict. A Ukrainian radar base was destroyed.",1,1646783636,UKR
8897877,804,UKR52159,52159,"24 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Twitter; 24 Channel; Centre for Information Resilience; Novoye Vremya Ukraine; Segodnya; Liveuamap; Telegram","Local partner-New media","On 24 February 2022, the military forces of Russia fired anti-tank rocket-propelled grenade launchers (RPG) at the positions of the military forces of Ukraine in Mariupol, Donetsk. As a result of the shelling, four civilians were wounded and a residential building was damaged. A civilian was killed by an explosion in Vostochny microdistrict. A Ukrainian radar base was destroyed.",1,1646783636,UKR
8868394,804,UKR52111,52111,"23 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"JFO HQ press centre",Other,"On 23 February 2022, the NAF rebel forces fired IFVs, 122mm, 120mm, heavy machine guns and grenade launchers at the governmental positions near Mariupol, Donetsk. During the day, thirteen locations were targeted. As a result of shelling, one Ukrainian soldier was killed and one was wounded at unspecified locations (fatalities coded to Novotoshkivske event).",0,1646173927,UKR
8868394,804,UKR52111,52111,"23 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,12,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"JFO HQ press centre",Other,"On 23 February 2022, the NAF rebel forces fired IFVs, 122mm, 120mm, heavy machine guns and grenade launchers at the governmental positions near Mariupol, Donetsk. During the day, thirteen locations were targeted. As a result of shelling, one Ukrainian soldier was killed and one was wounded at unspecified locations (fatalities coded to Novotoshkivske event).",0,1646173927,UKR
8867910,804,UKR52022,52022,"22 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)","National Corps Party",6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel; National Corps; Novoye Vremya Ukraine; Segodnya",Other-National,"On 22 February 2022, local residents, including representatives of National Corps Party, staged a protest in Mariupol, Donetsk, on the wave of statements of Russian Federation about the recognition of the so-called 'L/DPR' and a serious escalation on the line of contact in Donbas. The protesters were holding Ukrainian flags and chanting that Mariupol belongs to Ukraine. [size=no report]",0,1646173926,UKR
8868393,804,UKR52023,52023,"22 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"JFO HQ press centre",Other,"On 22 February 2022, the NAF rebel forces fired 122mm and 120mm mortars at the governmental positions near Mariupol, Donetsk. During the day, thirty-nine locations were targeted. As a result of shelling, one Ukrainian soldier was killed and six were wounded at unspecified locations (fatalities coded to Schastia event).",1,1646173927,UKR
8868393,804,UKR52023,52023,"22 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,12,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"JFO HQ press centre",Other,"On 22 February 2022, the NAF rebel forces fired 122mm and 120mm mortars at the governmental positions near Mariupol, Donetsk. During the day, thirty-nine locations were targeted. As a result of shelling, one Ukrainian soldier was killed and six were wounded at unspecified locations (fatalities coded to Schastia event).",1,1646173927,UKR
8789918,804,UKR50683,50683,"12 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel",National,"On 12 January 2022, people protested in Mariupol against the mass power outages for the New Year and Christmas holidays. [size=no report]",0,1642524192,UKR
8668163,804,UKR49632,49632,"21 November 2021",2021,1,Protests,"Peaceful protest","Protesters (Ukraine)","National Corps Party",6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"National Corps",Other,"On 21 November 2021, people, including members of National Corps, gathered in Mariupol, Donetsk, to commemorate the anniversary of the beginning of the Euromaidan demonstrations and condemn Russian aggression in Donbas and Crimea. [size=no report]",0,1638296434,UKR
8648200,804,UKR49071,49071,"10 November 2021",2021,1,Protests,"Peaceful protest","Protesters (Ukraine)","National Corps Party",6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"National Corps",Other,"On 10 November 2021, members of National Corps gathered outside the court in Mariupol, demanding accountability for the head of 'Izolyatsia' separatist prison camp, who was detained a day earlier in Kiev. [size=no report]",0,1637089378,UKR
8581442,804,UKR48006,48006,"30 September 2021",2021,1,"Strategic developments","Disrupted weapons use","Police Forces of Ukraine (2019-) Security Service of Ukraine",,1,13,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Unian; Focus",National,"Weapons seizure: On 30 September 2021, the Security Service of Ukraine found and seized a cache of weapons near Mariupol, Donetsk, consisting of three zinc boxes with cartridges for anti-aircraft guns, almost one kilogram of TNT, five anti-tank and anti-personnel mines, 18 operational grenades, 60 cartridges for large-caliber machine guns, a Kalashnikov assault rifle, a mortar shell, over 3 thousand cartridges for small arms of different caliber.",0,1633462517,UKR
8581442,804,UKR48006,48006,"30 September 2021",2021,1,"Strategic developments","Disrupted weapons use","Unidentified Armed Group (Ukraine)",,3,13,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"Unian; Focus",National,"Weapons seizure: On 30 September 2021, the Security Service of Ukraine found and seized a cache of weapons near Mariupol, Donetsk, consisting of three zinc boxes with cartridges for anti-aircraft guns, almost one kilogram of TNT, five anti-tank and anti-personnel mines, 18 operational grenades, 60 cartridges for large-caliber machine guns, a Kalashnikov assault rifle, a mortar shell, over 3 thousand cartridges for small arms of different caliber.",0,1633462517,UKR
8568362,804,UKR47964,47964,"23 September 2021",2021,1,"Strategic developments","Disrupted weapons use","Police Forces of Ukraine (2019-) Security Service of Ukraine",,1,13,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine",National,"Weapons seizure: On 23 September 2021, the Security Service of Ukraine found and seized a cache of weapons in Mariupol, Donetsk, consisting of 3963 cartridges of various calibers.",0,1632846448,UKR
8568362,804,UKR47964,47964,"23 September 2021",2021,1,"Strategic developments","Disrupted weapons use","Unidentified Armed Group (Ukraine)",,3,13,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine",National,"Weapons seizure: On 23 September 2021, the Security Service of Ukraine found and seized a cache of weapons in Mariupol, Donetsk, consisting of 3963 cartridges of various calibers.",0,1632846448,UKR
8198760,804,UKR45757,45757,"13 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Ukraine)","Azov Battalion; National Corps Party; Military Forces of Ukraine (2019-) National Guard; Police Forces of Ukraine (2019-); Military Forces of Ukraine (2019-)",6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Segodnya; Focus; Novoye Vremya Ukraine; National Corps",Other-National,"On 13 June 2021, people, including members of the National Corps, Police Forces of Ukraine, Azov Battalion, and Military Forces of Ukraine, held a rally in Mariupol, Donetsk, to celebrate the anniversary of the liberation of the city from the Russian occupation. The demonstrators condemned Russian aggression. [size=no report]",0,1624385284,UKR
8382087,804,UKR46288,46288,"09 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,3,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Focus,National,"Property destruction: On 9 June 2021, unknown individuals damaged the party symbols on the building of the reception office of the Opposition Platform - For Life in Mariupol, Donetsk, and poured paint over the building.",0,1626203715,UKR
8382087,804,UKR46288,46288,"09 June 2021",2021,1,"Strategic developments","Looting/property destruction","Civilians (Ukraine)","Opposition Platform - For Life",7,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Focus,National,"Property destruction: On 9 June 2021, unknown individuals damaged the party symbols on the building of the reception office of the Opposition Platform - For Life in Mariupol, Donetsk, and poured paint over the building.",0,1626203715,UKR
8382088,804,UKR46113,46113,"09 June 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,3,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Focus,National,"Property destruction: On 9 June 2021, unknown individuals damaged the party symbols on the building of the reception office of the Opposition Platform - For Life in Mariupol, Donetsk, and poured paint over the building.",0,1626203715,UKR
8382088,804,UKR46113,46113,"09 June 2021",2021,1,"Strategic developments","Looting/property destruction","Civilians (Ukraine)","Opposition Platform - For Life",7,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Focus,National,"Property destruction: On 9 June 2021, unknown individuals damaged the party symbols on the building of the reception office of the Opposition Platform - For Life in Mariupol, Donetsk, and poured paint over the building.",0,1626203715,UKR
7971949,804,UKR44571,44571,"03 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Ukraine)","Traditions and Order",6,60,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Tradition and Order",Other,"On 3 May 2021, members of Traditions and Order staged a demonstration in Mariupol, Donetsk, demanding the closure of criminal proceedings against members of Traditions and Order, claiming they may be politically persecuted. [size=no report]",0,1620760032,UKR
8006091,804,UKR45054,45054,"16 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ukraine)",,3,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"OSCE SMM-Ukraine",Other,"On 16 April 2021, a man was injured due to an explosion of an undetermined object at the Azovstal steel plant in Mariupol, Donetsk.",0,1621981995,UKR
8006091,804,UKR45054,45054,"16 April 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Civilians (Ukraine)",,7,37,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"OSCE SMM-Ukraine",Other,"On 16 April 2021, a man was injured due to an explosion of an undetermined object at the Azovstal steel plant in Mariupol, Donetsk.",0,1621981995,UKR
